province,district,facility_label,name,HMIS_Code,location,ownership,facility_type,operational_stutus,catchment_population,longitude,latitude
Luapula,Samfya,Chikunyu RHC,Chikunyu RHC,40701043,Rural,GRZ,Rural Health Centre,Yes,2538,29.65923635,-11.47082848
Luapula,Samfya,Chikwa HP,Chikwa Health Post,407061,Rural,GRZ,Health Post,No,,29.79623281,-10.86133195
Luapula,Samfya,Chimanda RHC, Chimanda Rural Health Centre,407036,Rural,GRZ,Rural Health Centre,Yes,3602,29.486035,-10.82169833
Luapula,Samfya,Chimembe RHC, Chimembe Rural Health Centre,407037,Rural,GRZ,Rural Health Centre,Yes,5587,29.78610481,-11.5199352
Luapula,Samfya,Chinsaka RHC, Chinsaka Rural Health Centre,40701042,Rural,GRZ,Rural Health Centre,Yes,4394,29.79634337,-11.5638376
Luapula,Samfya,Chinweshiba HP,Chinweshiba Health Post,407041,Rural,GRZ,Health Post,Yes,,29.55146655,-11.43413167
Luapula,Samfya,Chipako RHC, Chipako Rural Health Centre,407038,Rural,GRZ,Rural Health Centre,Yes,3917,29.67585091,-11.54865372
Luapula,Samfya,Chishi RHC, Chishi Rural Health Centre,4070120,Rural,GRZ,Rural Health Centre,Yes,7066,29.84195709,-11.08542763
Luapula,Samfya,Fwaka East 8 RHC, Fwaka East 8 Rural Health Centre,407013,Rural,GRZ,Health Post,Yes,7317,29.43861333,-12.14958942
Luapula,Samfya,Kabongo RHC, Kabongo Rural Health Centre,407014,Rural,GRZ,Rural Health Centre,Yes,3737,29.51318047,-11.75995789
Luapula,Samfya,Kalasa Mukoso RHC, Kalasa Mukoso Rural Health Centre,407015,Rural,GRZ,Rural Health Centre,Yes,4570,29.59431181,-11.81811284
Luapula,Samfya,Kandolo HP,Kandolo Health Post,407012,Rural,GRZ,Health Post,No,,29.42638,-10.91424833
Luapula,Samfya,Kapata East 1 RHC, Kapata East 1 Rural Health Centre,407017,Rural,GRZ,Rural Health Centre,Yes,5467,29.73878164,-11.63748182
Luapula,Samfya,Kapata RHC,Kapata RHC,407016,Rural,GRZ,Rural Health Centre,Yes,6934,29.71140344,-11.68174904
Luapula,Samfya,Kasaba HAHC, Kasaba Hospital Affiliated Health Centre,407098,Rural,GRZ,Rural Health Centre,Yes,7249,29.73430806,-10.75545792
Luapula,Samfya,Kasaba Mission Hospital, Kasaba Mission Hospital,407019,Rural,Faith Based,Level 1 Hospital District,Yes,31500,29.73437741,-10.75494576
Luapula,Samfya,Kasanka RHC, Kasanka Rural Health Centre,407018,Rural,GRZ,Rural Health Centre,Yes,10491,29.51288773,-11.96782784
Luapula,Samfya,Kasoma Bangweulu,Kasoma Bangweulu,40701041,Peri-Urban,GRZ,Rural Health Centre,Yes,8675,29.5682348,-11.3865768
Luapula,Samfya,Kasuba RHC,Kasuba RHC,407033,Rural,GRZ,Health Post,Yes,2882,29.62620033,-10.74684318
Luapula,Samfya,Katanshya RHC, Katanshya Rural Health Centre,407020,Rural,GRZ,Rural Health Centre,Yes,8133,29.72480915,-11.45766107
Luapula,Samfya,Lubwe Mission Hospital, Lubwe Mission Hospital,407044,Rural,Faith Based,Level 1 Hospital District,Yes,,29.64579833,-11.11911
Luapula,Samfya,Mabo Kunda RHC, Mabo Kunda Rural Health Centre,407021,Rural,GRZ,Rural Health Centre,Yes,5944,29.62152201,-11.7369552
Luapula,Samfya,MaNo RHC,MaNo RHC,407040,Rural,GRZ,Rural Health Centre,Yes,3406,29.55136844,-11.4962065
Luapula,Samfya,Mbabala RHC, Mbabala Rural Health Centre,407022,Rural,GRZ,Rural Health Centre,Yes,5245,29.80126731,-11.22001655
Luapula,Samfya,Miponda RHC, Miponda Rural Health Centre,407023,Rural,GRZ,Rural Health Centre,Yes,7137,29.547375,-10.94085667
Luapula,Samfya,Mpanta RHC, Mpanta Rural Health Centre,407046,Rural,GRZ,Rural Health Centre,Yes,2585,29.81839008,-11.45676559
Luapula,Samfya,Mpolo HP,Mpolo Health Post,407052,Rural,GRZ,Health Post,Yes,,29.47620986,-12.05132351
Luapula,Samfya,Mundubi RHC, Mundubi Rural Health Centre,407034,Rural,GRZ,Rural Health Centre,Yes,9028,29.573995,-11.175435
Luapula,Samfya,Mungulube RHC, Mungulube Rural Health Centre,407030,Rural,GRZ,Rural Health Centre,Yes,3535,29.44822346,-11.60906487
Luapula,Samfya,Mushili RHC, Mushili Rural Health Centre,407024,Rural,GRZ,Rural Health Centre,Yes,8172,29.55229937,-12.14484809
Luapula,Samfya,Mwansakombe RHC, Mwansakombe Rural Health Centre,407035,Rural,GRZ,Rural Health Centre,Yes,5538,29.66035549,-10.88895273
Luapula,Samfya,Mwewe HP,Mwewe Health Post,407049,Rural,GRZ,Health Post,No,,29.64303763,-10.94093884
Luapula,Samfya,Nambale RHC, Nambale Rural Health Centre,407025,Rural,GRZ,Rural Health Centre,Yes,7700,29.78096891,-10.74523572
Luapula,Samfya,Ninge RHC, Ninge Rural Health Centre,407031,Rural,GRZ,Rural Health Centre,Yes,3692,29.62815758,-11.66306969
Luapula,Samfya,Njipi RHC, Njipi Rural Health Centre,407026,Rural,GRZ,Rural Health Centre,Yes,5664,29.71792098,-11.53113471
Luapula,Samfya,Nshungu HP,Nshungu Health Post,407050,Rural,GRZ,Health Post,No,,29.62665,-11.08356667
Luapula,Samfya,Samfya District Hospital, Samfya District Hospital,407003,Urban,GRZ,Level 1 Hospital District,Yes,110000,29.55388645,-11.36948498
Luapula,Samfya,Samfya Stage Ii RHC, Samfya Stage II Rural Health Centre,407028,Urban,GRZ,Urban Health Centre,Yes,26102,29.55425398,-11.36983177
Luapula,Samfya,Shikamushile RHC, Shikamushile Rural Health Centre,407029,Rural,GRZ,Rural Health Centre,Yes,,29.69584781,-10.97293072
Lusaka,Chilanga,Balmoral HP, Balmoral Health Post,505023,Rural,GRZ,Health Post,Yes,1114,28.18943905,-15.56245543
Lusaka,Chilanga,Chilanga UHC, Chilanga Urban Health Centre,505010,Urban,GRZ,Urban Health Centre,Yes,21398,28.27138276,-15.56431012
Lusaka,Chilanga,Kazimva RHC, Kazimva Rural Health Centre,505012,Rural,GRZ,Rural Health Centre,Yes,34445,28.20228103,-15.38167194
Lusaka,Chilanga,Kris Katumba HP, Kris Katumba Health Post,505014,Rural,GRZ,Health Post,Yes,20667,28.10382002,-15.41815247
Lusaka,Chilanga,LukamantaNo  RHC,LukamantaNo  RHC,505026,Rural,Faith Based,Rural Health Centre,Yes,,28.25535909,-15.62406994
Lusaka,Chilanga,Makeni Konga RHC, Makeni Konga Rural Health Centre,505013,Rural,GRZ,Rural Health Centre,Yes,22855,28.17733491,-15.48546684
Lusaka,Chilanga,Manyeu HP,Manyeu Health Post,505027,Rural,GRZ,Health Post,Yes,,27.90551618,-15.30638047
Lusaka,Chilanga,Mother Of Mercy Hospice And Health Centre,Mother Of Mercy Hospice And Health Centre,505025,Urban,Faith Based,Urban Health Centre,Yes,19336,28.26931131,-15.55206998
Lusaka,Chilanga,Mt Makulu UHC, Mt Makulu Urban Health Centre,505015,Peri-Urban,GRZ,Urban Health Centre,Yes,25792,28.2428104,-15.54508402
Lusaka,Chilanga,Mwembeshi Prisons HP, Mwembeshi Prisons Health Post,505017,Rural,GRZ,Health Post,Yes,,27.93115541,-15.32793855
Lusaka,Chilanga,Mwembeshi RHC, Mwembeshi Rural Health Centre,505016,Rural,GRZ,Rural Health Centre,Yes,14000,27.9329167,-15.34566008
Lusaka,Chilanga,Paramilitary HP, Paramilitary Health Post,505028,Rural,GRZ,Health Post,Yes,,27.97159852,-15.36016106
Lusaka,Chilanga,Zambia Helpers Society Hospital, Zambia Helpers Society Hospital,505024,Peri-Urban,Faith Based,Level 1 Hospital District,Yes,,28.25478726,-15.62361171
Lusaka,Chirundu,Chibende  HP, Chibende Health Post,506021,Rural,GRZ,Health Post,Yes,,28.82455524,-16.02195072
Lusaka,Chirundu,Chikanzaya RHC, Chikanzaya Rural Health Centre,506010,Rural,GRZ,Rural Health Centre,Yes,3827,28.46309279,-16.13567949
Lusaka,Chirundu,Chipepo RHC, Chipepo Rural Health Centre,506011,Rural,GRZ,Rural Health Centre,Yes,16584,28.84396286,-16.14983993
Lusaka,Chirundu,Hachipilika HP, Hachipilika Rural Health Centre,506018,Rural,GRZ,Rural Health Centre,Yes,1914,28.49264746,-16.0693303
Lusaka,Chirundu,Ibbwemunyama RHC, Ibbwemunyama Rural Health Centre,506012,Rural,GRZ,Rural Health Centre,Yes,3827,28.51189318,-16.14241126
Lusaka,Chirundu,Jamba RHC, Jamba Rural Health Centre,506013,Rural,GRZ,Rural Health Centre,Yes,5741,28.58190987,-16.2048253
Lusaka,Chirundu,Kapululira RHC, Kapululira Rural Health Centre,506014,Rural,GRZ,Rural Health Centre,Yes,5103,28.8911627,-15.9628727
Lusaka,Chirundu,Lumbembe HP, Lumbembe Health Post,506020,Rural,GRZ,Health Post,Yes,,28.72235523,-16.11106737
Lusaka,Chirundu,Lusitu RHC, Lusitu Rural Health Centre,506015,Rural,GRZ,Rural Health Centre,Yes,7654,28.75359972,-16.18448763
Lusaka,Chirundu,Maunga HP, Maunga Health Post,506023,Rural,GRZ,Health Post,Yes,,28.458875,-16.17105458
Lusaka,Chirundu,Mtendere Mission HAHC, Mtendere Mission Hospital Affiliated Health Centre,506017,Urban,Faith Based,Urban Health Centre,Yes,,28.85558314,-16.02727301
Lusaka,Chirundu,Mtendere Mission Hospital, Mtendere Mission Hospital,506016,Urban,Faith Based,Level 1 Hospital District,Yes,13395,28.85631132,-16.02753362
Lusaka,Chirundu,Nabbanda HP, Nabbanda Health Post,506022,Rural,GRZ,Health Post,Yes,,28.6604043,-16.1655674
Lusaka,Chirundu,Sikoongo RHC, Sikoongo Rural Health Centre,506019,Rural,GRZ,Rural Health Centre,Yes,5741,28.69867661,-16.08789597
Lusaka,Chirundu,Zaluanga HP,Zaluanga Health Post,506024,Rural,GRZ,Health Post,Yes,,28.70615141,-15.95138248
Lusaka,Chongwe,Bimbe HP,Bimbe Health Post,501048,Rural,GRZ,Health Post,Yes,,28.72490898,-15.37700659
Lusaka,Chongwe,Chainda RHC, Chainda Rural Health Centre,501010,Rural,GRZ,Rural Health Centre,Yes,11441,28.60598157,-15.32339471
Lusaka,Chongwe,Chalimbana RHC, Chalimbana Rural Health Centre,501011,Rural,GRZ,Rural Health Centre,Yes,5799,28.70249453,-15.38639428
Lusaka,Chongwe,Chaminuka HP, Chaminuka Health Post,501055,Rural,Private,Urban Health Centre,Yes,,28.47643945,-15.17623654
Lusaka,Chongwe,Chansu HP, Chansu Health Post,501049,Rural,GRZ,Health Post,Yes,3669,28.69769021,-15.53504038
Lusaka,Chongwe,Chilyabale HP, Chalyabale Health Post,501050,Rural,GRZ,Health Post,Yes,,28.778973,-15.4480341
Lusaka,Chongwe,Chongwe District Hospital, Chongwe District Hospital,501002,Urban,GRZ,Level 1 Hospital District,Yes,,28.67941005,-15.32602601
Lusaka,Chongwe,Chongwe RHC, Chongwe Referral Rural Health Centre,501013,Rural,GRZ,Rural Health Centre,Yes,18249,28.67942398,-15.32511824
Lusaka,Chongwe,Ellensdale Farm HP, Ellensdale Farm Health Post,501035,Rural,GRZ,Health Post,Yes,,28.3751328,-15.2897965
Lusaka,Chongwe,Kabeleka HP, Kabeleka Health Post,501043,Rural,GRZ,Health Post,Yes,2567,28.69111907,-15.41096769
Lusaka,Chongwe,Kampekete RHC, Kampekete Rural Health Centre,501014,Rural,GRZ,Rural Health Centre,Yes,6871,28.76251775,-15.39122471
Lusaka,Chongwe,Kanakantapa RHC, Kanakantapa Rural Health Centre,501015,Rural,GRZ,Rural Health Centre,Yes,14650,28.63547666,-15.27329966
Lusaka,Chongwe,Kapete HP, Kapete Health Post,501051,Rural,GRZ,Health Post,Yes,1487,28.71594334,-15.2748123
Lusaka,Chongwe,Kasenga HP, Kasenga Health Post,501041,Rural,GRZ,Health Post,Yes,2972,28.48575988,-15.18293842
Lusaka,Chongwe,Kasisi RHC, Kasisi Rural Health Centre,501016,Rural,GRZ,Health Post,Yes,10164,28.47100069,-15.27149088
Lusaka,Chongwe,Katoba RHC, Katoba Rural Health Centre,501017,Rural,GRZ,Rural Health Centre,Yes,9802,28.73799554,-15.60291192
Lusaka,Chongwe,Lwiimba RHC,Lwiimba Rural Health Centre,501018,Rural,GRZ,Rural Health Centre,Yes,7426,28.81757822,-15.50627972
Lusaka,Chongwe,Margrete Mwachiyeya School Clinic,Margrete Mwachiyeya School Clinic,501052,Rural,GRZ,Urban Health Centre,Yes,470,28.78234229,-15.48650723
Lusaka,Chongwe,Mpango RHC,Mpango Rural Health Centre,501021,Rural,GRZ,Rural Health Centre,Yes,9107,28.75658231,-15.20479761
Lusaka,Chongwe,MRI,MRI,501053,Rural,Private,Health Post,Yes,,28.58859294,-15.39064306
Lusaka,Chongwe,Mulalika HP, Mulalika Health Post,501054,Rural,GRZ,Health Post,Yes,3266,28.80760903,-15.56199913
Lusaka,Chongwe,MutamiNo HP, Mutamino Health Post,501044,Rural,GRZ,Health Post,Yes,2506,28.56135633,-15.30193683
Lusaka,Chongwe,Mwalumina RHC, Mwalumina Rural Health Centre,501032,Rural,GRZ,Rural Health Centre,Yes,,28.85757607,-15.45517777
Lusaka,Chongwe,Nachitete HP, Nachitete Health Post,501058,Rural,GRZ,Health Post,Yes,3250,28.48721441,-15.55601055
Lusaka,Chongwe,Ndapula HP,Ndapula Health Post,501057,Rural,GRZ,Health Post,Yes,2968,28.87466292,-15.51756247
Lusaka,Chongwe,Ngwerere HP, Ngwerere Health Post,501042,Rural,GRZ,Health Post,Yes,,28.40467016,-15.27502406
Lusaka,Chongwe,Palabana RHC, Palabana Rural Health Centre,501024,Rural,GRZ,Rural Health Centre,Yes,8849,28.53503077,-15.44778409
Lusaka,Chongwe,Shiyala HP, Shiyala Health Post,501045,Rural,GRZ,Health Post,Yes,2690,28.67130423,-15.28932217
Lusaka,Chongwe,Water Falls RHC, Water Falls Rural Health Centre,501031,Rural,GRZ,Rural Health Centre,Yes,7229,28.4372406,-15.37275475
Lusaka,Chongwe,Zasti RHC, Zasti Rural Health Centre,501029,Peri-Urban,GRZ,Health Post,Yes,2706,28.44183141,-15.31859575
Lusaka,Kafue,Chanyanya RHC, Chanyanya Rural Health Centre,502010,Rural,GRZ,Rural Health Centre,Yes,11260,28.01907022,-15.67066365
Lusaka,Kafue,Chiawa RHC, Chiawa Rural Health Centre,502011,Rural,GRZ,Rural Health Centre,Yes,5090,28.86962111,-15.9255177
Lusaka,Kafue,Chikoka HP, Chikoka Health Post,502036,Rural,GRZ,Health Post,Yes,2949,28.10910232,-15.72914829
Lusaka,Kafue,Chikupi RHC, Chikupi Rural Health Centre,502012,Rural,GRZ,Rural Health Centre,Yes,7543,28.09830667,-15.64166855
Lusaka,Kafue,Chipapa RHC, Chipapa Rural Health Centre,502015,Rural,GRZ,Rural Health Centre,Yes,9788,28.28228645,-15.62266724
Lusaka,Kafue,Chisankane RHC, Chisankane Rural Health Centre,502016,Rural,GRZ,Rural Health Centre,Yes,10266,28.36970322,-15.56181731
Lusaka,Kafue,Kabweza HP, Kabweza Health Post,502037,Rural,GRZ,Health Post,Yes,2510,28.1675367,-15.66310385
Lusaka,Kafue,Kafue District Hospital, Kafue District Hospital,502001,Urban,GRZ,Level 1 Hospital District,Yes,32171,28.33049896,-15.47157171
Lusaka,Kafue,Kafue Estate UHC, Estate Urban Health Centre,502017,Urban,GRZ,Urban Health Centre,Yes,29371,28.16401361,-15.74147789
Lusaka,Kafue,Kafue Mission RHC, Kafue Mission Rural Health Centre,502018,Rural,GRZ,Rural Health Centre,Yes,9815,28.18095105,-15.77748439
Lusaka,Kafue,Kambale RHC, Kambale Rural Health Centre,502035,Rural,GRZ,Rural Health Centre,Yes,6468,28.86950502,-15.92562323
Lusaka,Kafue,Kanyangala HP,Kanyangala Health Post,502024,Rural,GRZ,Health Post,Yes,,28.90606395,-15.83501459
Lusaka,Kafue,Lukolongo HP,Lukolongo Health Post,502040,Rural,GRZ,Health Post,Yes,,28.25484958,-15.71810934
Lusaka,Kafue,MugurameNo HP,Mugurameno Health Post,502038,Rural,GRZ,Health Post,Yes,2211,29.10778258,-15.83169601
Lusaka,Kafue,Mungu HP,Mungu Health Post,502041,Rural,GRZ,Health Post,Yes,,28.01867073,-15.66910767
Lusaka,Kafue,Mutendere HP,Mutendere Health Post,502014,Urban,GRZ,Health Post,Yes,,28.16735756,-15.76222797
Lusaka,Kafue,Nangongwe Opd/Maternity Urban Health Centre,Nangongwe OPD/Maternity Urban Health Centre,502026,Urban,GRZ,Urban Health Centre,Yes,22520,28.17094422,-15.76097163
Lusaka,Kafue,Old Kabewza,Old Kabewza,502021,Rural,GRZ,Health Post,Yes,2529,28.49780717,-15.65579665
Lusaka,Kafue,Railway Grz UHC, Railway GRZ Urban Health Centre,502028,Urban,GRZ,Urban Health Centre,Yes,24024,28.16699774,-15.75384862
Lusaka,Kafue,Shikoswe Health Centre,Shikoswe Health Centre,502042,Peri-Urban,GRZ,Rural Health Centre,Yes,,28.17181248,-15.74432969
Lusaka,Kafue,Shimabala HP, Shimabala Health Post,502030,Rural,GRZ,Health Post,Yes,7548,28.23966274,-15.67278354
Lusaka,Luangwa,Amoro HP, Amoro Health Post,5030010,Rural,GRZ,Health Post,Yes,173,30.335331,-15.64713764
Lusaka,Luangwa,Chitope RHC, Chitope Rural Health Centre,5030115,Rural,GRZ,Rural Health Centre,Yes,4413,30.21806533,-15.18688977
Lusaka,Luangwa,Feira HP, Feira Health Post,5030116,Rural,GRZ,Health Post,Yes,2855,30.38451081,-15.62190149
Lusaka,Luangwa,Janeiro  HP, Janeiro Health Post,5030011,Rural,GRZ,Health Post,Yes,697,30.3601354,-15.436939
Lusaka,Luangwa,Kanemela  HP, Kanemela Health Post,5030012,Rural,GRZ,Health Post,Yes,656,30.3624856,-15.35122646
Lusaka,Luangwa,Kapoche HP, Kapoche Health Post,5030013,Rural,GRZ,Health Post,Yes,,30.37034439,-15.41308369
Lusaka,Luangwa,Kasinsa RHC, Kasinsa Rural Health Centre,5030111,Rural,GRZ,Rural Health Centre,Yes,1506,30.20641264,-15.1208102
Lusaka,Luangwa,Katondwe Mission Hospital, Katondwe Mission Hospital,5030001,Rural,Faith Based,Level 1 Hospital District,Yes,27000,30.24695724,-15.24659382
Lusaka,Luangwa,Kaunga HP, Kaunga Health Post,5030117,Rural,GRZ,Health Post,Yes,2658,30.19014764,-15.08780097
Lusaka,Luangwa,Kavalamanja RHC, Kavalamanja Rural Health Centre,5030119,Rural,GRZ,Rural Health Centre,Yes,1050,30.26324881,-15.61518059
Lusaka,Luangwa,Luangwa Boma RHC, Luangwa Boma Rural Health Centre,5030112,Rural,GRZ,Rural Health Centre,Yes,3596,30.40786497,-15.62393008
Lusaka,Luangwa,Luangwa District Hospital, Luangwa District Hospital,5030002,Rural,GRZ,Level 1 Hospital District,Yes,,30.35036285,-15.55042326
Lusaka,Luangwa,Luangwa High School RHC, Luangwa High School Rural Health Centre,5030113,Rural,GRZ,Rural Health Centre,Yes,2238,30.27361798,-15.27652538
Lusaka,Luangwa,Mandombe RHC, Mandombe Rural Health Centre,5030118,Rural,GRZ,Rural Health Centre,Yes,2095,30.37472326,-15.58268986
Lusaka,Luangwa,Mangelengele, Mangelengele Health Post,5030014,Rural,GRZ,Health Post,Yes,1312,30.18119585,-15.19276435
Lusaka,Luangwa,Mphuka RHC, Mphuka Rural Health Centre,5030114,Rural,GRZ,Rural Health Centre,Yes,3064,30.36007354,-15.43691478
Lusaka,Luangwa,Sinyawagora RHC, Sinyawagora Rural Health Centre,5030120,Rural,GRZ,Health Post,Yes,2358,30.20805029,-15.05605656
Lusaka,Lusaka Urban,Airport UHC, Airport Urban Health Centre,5040330,Urban,GRZ,Urban Health Centre,Yes,,28.44641385,-15.3256284
Lusaka,Lusaka Urban,Bauleni UHC, Bauleni Urban Health Centre,5040100,Urban,GRZ,Urban Health Centre,Yes,88541,28.37350943,-15.44684775
Lusaka,Lusaka Urban,Cancer Diseases Hospital, Cancer Diseases Hospital,5040400,Urban,GRZ,Level 3 Hospital Tertiary,Yes,,28.31299055,-15.43377874
Lusaka,Lusaka Urban,Chainama Hills Hospital, Chainama Hills Hospital,5040341,Urban,GRZ,Level 3 Hospital Tertiary,Yes,,28.35571546,-15.38993152
Lusaka,Lusaka Urban,Chainama UHC, Chainama Urban Health Centre,5040350,Urban,GRZ,Urban Health Centre,Yes,,28.35561861,-15.38419214
Lusaka,Lusaka Urban,Chainda South Clinic, Chainda South Clinic,5040360,Urban,NGO,Rural Health Centre,Yes,,28.38073128,-15.41013667
Lusaka,Lusaka Urban,Chainda UHC, Chainda Urban Health Centre,5040370,Urban,GRZ,Urban Health Centre,Yes,14000,28.40427613,-15.38927961
Lusaka,Lusaka Urban,Chaisa UHC, Chaisa Urban Health Centre,5040470,Urban,GRZ,Urban Health Centre,Yes,76897,28.28295979,-15.38430673
Lusaka,Lusaka Urban,Chalala HP,Chalala Health Post,5040630,Urban,GRZ,Health Post,Yes,,28.28000216,-15.44839577
Lusaka,Lusaka Urban,Chawama UHC, Chawama Urban Health Centre,5040120,Urban,GRZ,Level 1 Hospital District,Yes,150648,28.28289296,-15.46169301
Lusaka,Lusaka Urban,Chazanga UHC, Chazanga Urban Health Centre,5040340,Urban,GRZ,Urban Health Centre,Yes,51264,28.28558592,-15.33868401
Lusaka,Lusaka Urban,Chelstone UHC, Chelstone Urban Health Centre,5040130,Urban,GRZ,Urban Health Centre,Yes,123501,28.38329692,-15.36766532
Lusaka,Lusaka Urban,Chilenje District Hospital, Chilenje Urban Health Centre,5040140,Urban,GRZ,Level 1 Hospital District,Yes,109213,28.33785619,-15.44956492
Lusaka,Lusaka Urban,Chimwemwe HP, Chimwemwe Health Post,5040550,Urban,Private,Health Post,Yes,,28.3072707,-15.35249891
Lusaka,Lusaka Urban,Chipata UHC, Chipata Urban Health Centre,5040150,Urban,GRZ,Level 1 Hospital District,Yes,179425,28.2943603,-15.37055487
Lusaka,Lusaka Urban,Chisomo Hospital, Chisomo Hospital,5040800,Urban,Private,Level 1 Hospital District,Yes,,28.25828756,-15.41879415
Lusaka,Lusaka Urban,Chunga Sub-Centre HP, Chunga Sub-Centre Health Post,5040910,Urban,GRZ,Health Post,Yes,63800,28.25189462,-15.35750497
Lusaka,Lusaka Urban,Civic Centre UHC, Civic Centre Urban Health Centre,5040160,Urban,GRZ,Urban Health Centre,Yes,,28.30247209,-15.42087859
Lusaka,Lusaka Urban,Eden HP,Eden Health Post,5040680,Urban,GRZ,Health Post,Yes,,28.22908267,-15.36364978
Lusaka,Lusaka Urban,Evelyn Hone College HP, Evelyn Hone College Health Post,5040830,Urban,GRZ,Health Post,Yes,8000,28.2903338,-15.41635608
Lusaka,Lusaka Urban,Fairview Hospital, Fairview Hospital,5040890,Urban,Private,Level 2 Hospital Provincial,Yes,,28.2957661,-15.416781
Lusaka,Lusaka Urban,Freedom UHC, Freedom Urban Health Centre,5040760,Urban,GRZ,Health Post,Yes,11561,28.2714221,-15.53623705
Lusaka,Lusaka Urban,Fumbelo HP,Fumbelo Health Post,5040720,Urban,GRZ,Health Post,Yes,,28.30952456,-15.33573244
Lusaka,Lusaka Urban,Garden HP, Garden Health Post,5040390,Urban,GRZ,Health Post,Yes,,28.29355563,-15.39820912
Lusaka,Lusaka Urban,George UHC, George Urban Health Centre,5040170,Urban,GRZ,Urban Health Centre,Yes,172435,28.23875386,-15.37944064
Lusaka,Lusaka Urban,Hill Top Hospital, Hilltop Hospital,5040900,Urban,Private,Level 2 Hospital Provincial,Yes,,28.35734661,-15.42042234
Lusaka,Lusaka Urban,John Howard HP,John Howard Health Post,5040650,Urban,GRZ,Health Post,Yes,,28.28908857,-15.48157778
Lusaka,Lusaka Urban,Kabanana HP,Kabanana Health Post,5040920,Urban,GRZ,Health Post,Yes,17200,28.30746253,-15.35248146
Lusaka,Lusaka Urban,Kabwata UHC, Kabwata Urban Health Centre,5040930,Urban,GRZ,Urban Health Centre,Yes,107189,28.30869025,-15.43504529
Lusaka,Lusaka Urban,Kalikiliki HP,Kalikiliki Health Post,5040750,Urban,GRZ,Health Post,Yes,,28.36924239,-15.40607126
Lusaka,Lusaka Urban,Kalingalinga UHC, Kalingalinga Urban Health Centre,5040180,Urban,GRZ,Urban Health Centre,Yes,90878,28.33005532,-15.40664087
Lusaka,Lusaka Urban,Kamulanga HP, Kamulanga Health Post,5040480,Urban,GRZ,Health Post,Yes,,28.30509918,-15.47980405
Lusaka,Lusaka Urban,Kamwala UHC, Kamwala Urban Health Centre,5040200,Urban,GRZ,Urban Health Centre,Yes,130491,28.28969438,-15.42852385
Lusaka,Lusaka Urban,Kanyama UHC, Kanyama Urban Health Centre,5040210,Urban,GRZ,Level 1 Hospital District,Yes,124199,28.26088607,-15.42824386
Lusaka,Lusaka Urban,Kanyama West HP, Kanyama West Health Post,5040560,Urban,GRZ,Urban Health Centre,Yes,66877,28.23548172,-15.42639072
Lusaka,Lusaka Urban,Kaunda Square UHC, Kaunda Square Urban Health Centre,5040220,Urban,GRZ,Urban Health Centre,Yes,53595,28.35133253,-15.3725381
Lusaka,Lusaka Urban,Levy Mwanawasa General Hospital, Levy Mwanawasa General Hospital,5040940,Urban,GRZ,Level 2 Hospital Provincial,Yes,,28.3530784,-15.38524047
Lusaka,Lusaka Urban,Lilanda HP, Lilanda Health Post,5040580,Urban,GRZ,Health Post,Yes,,28.24596808,-15.37075094
Lusaka,Lusaka Urban,Lilayi UHC, Lilayi Urban Health Centre,5040230,Urban,GRZ,Urban Health Centre,Yes,18642,28.30193696,-15.52280568
Lusaka,Lusaka Urban,Lusaka Central Prison UHC, Lusaka Central Prison Urban Health Centre,5040950,Urban,Military,Urban Health Centre,Yes,11185,28.30839318,-15.43141031
Lusaka,Lusaka Urban,Lusungu Clinic,Lusungu Clinic,5040970,Urban,NGO,Urban Health Centre,Yes,,28.28138293,-15.42344619
Lusaka,Lusaka Urban,Mahopo HP,Mahopo Health Post,5040640,Urban,GRZ,Health Post,Yes,,28.34083398,-15.50557616
Lusaka,Lusaka Urban,Maina Soko Hospital, Maina Soko Hospital,5040980,Urban,GRZ,Level 2 Hospital Provincial,Yes,,28.33576673,-15.43550171
Lusaka,Lusaka Urban,Makeni UHC, Makeni Urban Health Centre,5040240,Urban,Faith Based,Urban Health Centre,Yes,53392,28.2446992,-15.46302409
Lusaka,Lusaka Urban,Makeni Villa HP,Makeni Villa Health Post,5040690,Urban,GRZ,Health Post,Yes,,28.22665288,-15.4440653
Lusaka,Lusaka Urban,Mandevu UHC, Mandevu Urban Health Centre,5040250,Urban,GRZ,Urban Health Centre,Yes,86731,28.28919003,-15.37203313
Lusaka,Lusaka Urban,Matero Main UHC, Matero Main Urban Health Centre,5040260,Urban,GRZ,Urban Health Centre,Yes,11418,28.26345486,-15.38162639
Lusaka,Lusaka Urban,Matero Reference UHC, Matero Reference Urban Health Centre,5040270,Urban,GRZ,Level 1 Hospital District,Yes,,28.26445361,-15.37282778
Lusaka,Lusaka Urban,Ministry Of Health Staff Health Centre, Ministry Of Health HQ Health Post,5040990,Urban,GRZ,Urban Health Centre,Yes,300,28.31893327,-15.4155313
Lusaka,Lusaka Urban,Misisi HP,Misisi Health Post,5040670,Urban,GRZ,Health Post,Yes,35000,28.2797786,-15.44821981
Lusaka,Lusaka Urban,Mkp/Tms Private Hospital, MKP/TMS Private Hospital,5040590,Urban,Private,Urban Health Centre,Yes,,28.35350416,-15.41394895
Lusaka,Lusaka Urban,Mtendere UHC, Mtendere Urban Health Centre,5040280,Urban,GRZ,Urban Health Centre,Yes,109519,28.35775465,-15.40246774
